"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO AÇUDE DE APIPUCOS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BEBERIBE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPIVARAS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CURADO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOIS IRMÃOS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOIS UNIDOS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO HORTO D'EL REY",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA DO ZECA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO IPOJUCA-MEREPE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO IPUTINGA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JIQUIÁ",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JOANA BEZERRA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LAGOA DO ARAÇÁ",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MANGUE DE SANTA TERESA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DA VÁRZEA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DAS NASCENTES",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DO BARRO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATAS DO CURADO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ORLA MARÍTIMA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO RIO JORDÃO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÃO MIGUEL",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÍTIO GRANDE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO TAMANDARÉ",0,0,0,0
"ESTAÇÃO ECOLOGICA BITA E UTINGA",0,0,0,0
"ESTAÇÃO ECOLÓGICA CAETÉS",0,0,0,0
"ESTAÇÃO ECOLÓGICA SERRA DA CANOA",0,0,0,0
"FLORESTA NACIONAL NEGREIROS",0,0,0,0
"MONUMENTO NATURAL PEDRA DO CACHORRO",0,0,0,0
"PARQUE ESTADUAL DOIS IRMÃOS",6,6,0,0
"PARQUE ESTADUAL MATA DA PIMENTEIRA",0,0,0,0
"PARQUE ESTADUAL MATA DE DUAS LAGOAS",0,0,0,0
"PARQUE ESTADUAL MATA DO ZUMBI",0,0,0,0
"PARQUE ESTADUAL SERRA DOÁREAL",0,0,0,0
"PARQUE MUNICIPAL NATURAL SERRA DO MARACUJÁ",0,0,0,0
"PARQUE NACIONAL CATIMBAU",2,2,0,0
"PARQUE NACIONAL MARINHO DE FERNANDO DE NORONHA",0,0,0,0
"PARQUE NATURAL MUNICIPAL FORTE DE TAMANDARE",0,0,0,0
"PARQUE NATURAL MUNICIPAL PROFESSOR JOÃO VASCONCELOS SOBRINHO",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE CABECEIRAS DO CAPIBARIBE",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE ENGENHO MORENINHO",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DA USINA SÃO JOSÉ",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DE BOM JARDIM",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DE CARAÚNA",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DE JAGUARIBE",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DE MIRITIBA",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DE MUSSAÍBA",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DE SANTA CRUZ",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DE TAPACURÁ",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO AMPARO",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO BITURY",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO CAMUCIM",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO CONTRA-AÇUDE",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO CURADO",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO SALGADINHO",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO SÃO JOÃO",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO TAPACURÁ",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO ENGENHO UCHÔA",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO OUTEIRO DO PEDRO",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO TORÓ",0,0,0,0
