"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LITORAL NORTE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MORRO FERRABRAZ",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MORRO FERRABRAZ - ARARICÁ",0,0,0,0
"ESTAÇÃO ECOLÓGICA ARACURI-ESMERALDA",0,0,0,0
"ESTAÇÃO ECOLÓGICA ESTADUAL ARATINGA",0,0,0,0
"ESTAÇÃO ECOLÓGICA TAIM",7,7,0,0
"FLORESTA NACIONAL CANELA",0,0,0,0
"FLORESTA NACIONAL PASSO FUNDO",0,0,0,0
"FLORESTA NACIONAL SÃO FRANCISCO DE PAULA",0,0,0,0
"MONUMENTO NATURAL MUNICIPAL CAPÃO DA AMIZADE",0,0,0,0
"MONUMENTO NATURAL PALEONTOLÓGICO SANGA DA ALEMOA",0,0,0,0
"PARQUE ESTADUAL CAMAQUÃ",0,0,0,0
"PARQUE ESTADUAL DELTA DO JACUÍ",0,0,0,0
"PARQUE ESTADUAL ESPIGÃO ALTO",3,3,0,0
"PARQUE ESTADUAL ESPINILHO",3,3,0,0
"PARQUE ESTADUAL IBITIRIÁ",0,0,0,0
"PARQUE ESTADUAL ITAPEVA",1,1,0,0
"PARQUE ESTADUAL ITAPUÃ",5,5,0,0
"PARQUE ESTADUAL PAPAGAIO-CHARÃO",0,0,0,0
"PARQUE ESTADUAL PODOCARPUS",0,0,0,0
"PARQUE ESTADUAL QUARTA COLÔNIA",0,0,0,0
"PARQUE ESTADUAL TAINHAS",0,0,0,0
"PARQUE ESTADUAL TURVO",13,13,0,0
"PARQUE MUNICIPAL NATURAL MATA DO RIO URUGUAI TEIXEIRA SOARES",0,0,0,0
"PARQUE NACIONAL LAGOA DO PEIXE",0,0,0,0
"PARQUE NATURAL MUNICIPAL APERTADO",0,0,0,0
"PARQUE NATURAL MUNICIPAL BANHADO DA IMPERATRIZ",0,0,0,0
"PARQUE NATURAL MUNICIPAL BARRA DO RIO GRANDE",0,0,0,0
